Date,Series,Value,Series,Value
11/17/2020,Volume Intensity,0.0047,Average Tone,-3.0816
11/18/2020,Volume Intensity,0.004,Average Tone,-2.0158
11/19/2020,Volume Intensity,0.005,Average Tone,-3.6822
11/20/2020,Volume Intensity,0.0027,Average Tone,-2.0998
11/21/2020,Volume Intensity,0.0025,Average Tone,-5.7167
11/22/2020,Volume Intensity,0.004,Average Tone,-2.1513
11/23/2020,Volume Intensity,0.0029,Average Tone,-3.1109
11/24/2020,Volume Intensity,0.004,Average Tone,-3.5816
11/25/2020,Volume Intensity,0.0016,Average Tone,-4.0133
11/26/2020,Volume Intensity,0.003,Average Tone,-1.8781
11/27/2020,Volume Intensity,0.0026,Average Tone,-3.456
11/28/2020,Volume Intensity,0.0054,Average Tone,-2.6437
11/29/2020,Volume Intensity,0.0024,Average Tone,-3.5294
11/30/2020,Volume Intensity,0.005,Average Tone,-2.0196
12/1/2020,Volume Intensity,0.0063,Average Tone,-4.2673
12/2/2020,Volume Intensity,0.0073,Average Tone,-2.5414
12/3/2020,Volume Intensity,0.0085,Average Tone,-2.6202
12/4/2020,Volume Intensity,0.0038,Average Tone,-3.0789
12/5/2020,Volume Intensity,0.0037,Average Tone,-1.2647
12/6/2020,Volume Intensity,0.002,Average Tone,-4.1731
12/7/2020,Volume Intensity,0.004,Average Tone,-3.1647
12/8/2020,Volume Intensity,0.0023,Average Tone,-4.3209
12/9/2020,Volume Intensity,0.0026,Average Tone,-2.2734
12/10/2020,Volume Intensity,0.0027,Average Tone,-3.5298
12/11/2020,Volume Intensity,0.0035,Average Tone,-3.4388
12/12/2020,Volume Intensity,0.0018,Average Tone,-3.2799
12/13/2020,Volume Intensity,0.0029,Average Tone,-3.7955
12/14/2020,Volume Intensity,0.0018,Average Tone,-0.9846
12/15/2020,Volume Intensity,0.0023,Average Tone,-3.8622
12/16/2020,Volume Intensity,0.0028,Average Tone,-1.6618
12/17/2020,Volume Intensity,0.006,Average Tone,-2.644
12/18/2020,Volume Intensity,0.0103,Average Tone,-1.931
12/19/2020,Volume Intensity,0.0065,Average Tone,-2.2919
12/20/2020,Volume Intensity,0.0055,Average Tone,-3.959
12/21/2020,Volume Intensity,0.0029,Average Tone,-3.1965
12/22/2020,Volume Intensity,0.0042,Average Tone,-1.6391
12/23/2020,Volume Intensity,0.0073,Average Tone,-2.4708
12/24/2020,Volume Intensity,0.007,Average Tone,-3.6762
12/25/2020,Volume Intensity,0.0025,Average Tone,-2.6668
12/26/2020,Volume Intensity,0.0009,Average Tone,-4.2757
12/27/2020,Volume Intensity,0.0023,Average Tone,-1.4518
12/28/2020,Volume Intensity,0.0065,Average Tone,-3.8236
12/29/2020,Volume Intensity,0.0049,Average Tone,-2.9892
12/30/2020,Volume Intensity,0.0016,Average Tone,-4.052
12/31/2020,Volume Intensity,0.005,Average Tone,-3.1983
1/1/2021,Volume Intensity,0.0026,Average Tone,-2.8896
1/2/2021,Volume Intensity,0.0046,Average Tone,-2.4236
1/3/2021,Volume Intensity,0.0055,Average Tone,-1.6603
1/4/2021,Volume Intensity,0.0103,Average Tone,-2.2835
1/5/2021,Volume Intensity,0.0025,Average Tone,-4.0694
1/6/2021,Volume Intensity,0.0044,Average Tone,-3.8334
1/7/2021,Volume Intensity,0.0047,Average Tone,-1.4716
1/8/2021,Volume Intensity,0.0036,Average Tone,-3.5566
1/9/2021,Volume Intensity,0.005,Average Tone,-3.3397
1/10/2021,Volume Intensity,0.0026,Average Tone,-3.9999
1/11/2021,Volume Intensity,0.0047,Average Tone,-5.76
1/12/2021,Volume Intensity,0.0061,Average Tone,-4.477
1/13/2021,Volume Intensity,0.0032,Average Tone,-3.2052
1/14/2021,Volume Intensity,0.0037,Average Tone,-1.8706
1/15/2021,Volume Intensity,0.0048,Average Tone,-2.1414
1/16/2021,Volume Intensity,0.0053,Average Tone,-2.7828
1/17/2021,Volume Intensity,0.0034,Average Tone,-1.3312
1/18/2021,Volume Intensity,0.0029,Average Tone,-2.179
1/19/2021,Volume Intensity,0.0053,Average Tone,-2.3507
1/20/2021,Volume Intensity,0.0081,Average Tone,-3.4601
1/21/2021,Volume Intensity,0.0103,Average Tone,-3.4227
1/22/2021,Volume Intensity,0.0158,Average Tone,-3.7061
1/23/2021,Volume Intensity,0.0088,Average Tone,-3.4228
1/24/2021,Volume Intensity,0.0815,Average Tone,-4.3817
1/25/2021,Volume Intensity,0.0161,Average Tone,-4.0584
1/26/2021,Volume Intensity,0.011,Average Tone,-3.6081
1/27/2021,Volume Intensity,0.0068,Average Tone,-3.9378
1/28/2021,Volume Intensity,0.0087,Average Tone,-3.2367
1/29/2021,Volume Intensity,0.0065,Average Tone,-2.8429
1/30/2021,Volume Intensity,0.0034,Average Tone,-2.6655
1/31/2021,Volume Intensity,0.0076,Average Tone,-3.6171
2/1/2021,Volume Intensity,0.0045,Average Tone,-2.0158
2/2/2021,Volume Intensity,0.0076,Average Tone,-3.5432
2/3/2021,Volume Intensity,0.0099,Average Tone,-2.7726
2/4/2021,Volume Intensity,0.0084,Average Tone,-3.3963
2/5/2021,Volume Intensity,0.0095,Average Tone,-3.557
2/6/2021,Volume Intensity,0.0092,Average Tone,-4.1148
2/7/2021,Volume Intensity,0.0059,Average Tone,-2.9219
2/8/2021,Volume Intensity,0.0072,Average Tone,-3.2427
2/9/2021,Volume Intensity,0.0063,Average Tone,-3.2175
2/10/2021,Volume Intensity,0.0061,Average Tone,-3.1403
2/11/2021,Volume Intensity,0.0057,Average Tone,-2.6154
2/12/2021,Volume Intensity,0.0042,Average Tone,-2.4247
2/13/2021,Volume Intensity,0.0019,Average Tone,-2.8904
2/14/2021,Volume Intensity,0.0072,Average Tone,-3.241
2/15/2021,Volume Intensity,0.0068,Average Tone,-3.1663
2/16/2021,Volume Intensity,0.0046,Average Tone,-2.4116
2/17/2021,Volume Intensity,0.0072,Average Tone,-2.3384
2/18/2021,Volume Intensity,0.0068,Average Tone,-3.5651
2/19/2021,Volume Intensity,0.0088,Average Tone,-3.7332
2/20/2021,Volume Intensity,0.0111,Average Tone,-3.9913
2/21/2021,Volume Intensity,0.0056,Average Tone,-3.8632
2/22/2021,Volume Intensity,0.0087,Average Tone,-3.6982
2/23/2021,Volume Intensity,0.025,Average Tone,-3.5514
2/24/2021,Volume Intensity,0.0424,Average Tone,-3.2278
2/25/2021,Volume Intensity,0.0077,Average Tone,-3.3406
2/26/2021,Volume Intensity,0.0115,Average Tone,-3.6562
2/27/2021,Volume Intensity,0.0108,Average Tone,-3.9739
2/28/2021,Volume Intensity,0.0083,Average Tone,-2.2516
3/1/2021,Volume Intensity,0.0123,Average Tone,-3.0918
3/2/2021,Volume Intensity,0.0111,Average Tone,-3.6066
3/3/2021,Volume Intensity,0.0135,Average Tone,-4.8402
3/4/2021,Volume Intensity,0.0139,Average Tone,-4.1482
3/5/2021,Volume Intensity,0.0062,Average Tone,-2.2859
3/6/2021,Volume Intensity,0.0054,Average Tone,-2.6222
3/7/2021,Volume Intensity,0.0039,Average Tone,-3.5218
3/8/2021,Volume Intensity,0.0064,Average Tone,-2.5813
3/9/2021,Volume Intensity,0.0074,Average Tone,-2.4406
3/10/2021,Volume Intensity,0.0174,Average Tone,-2.0206
3/11/2021,Volume Intensity,0.0268,Average Tone,-2.3853
3/12/2021,Volume Intensity,0.0122,Average Tone,-4.1193
3/13/2021,Volume Intensity,0.0122,Average Tone,-3.2183
3/14/2021,Volume Intensity,0.0082,Average Tone,-3.4
3/15/2021,Volume Intensity,0.0066,Average Tone,-3.5171
3/16/2021,Volume Intensity,0.0103,Average Tone,-2.8029
3/17/2021,Volume Intensity,0.0249,Average Tone,-2.7653
3/18/2021,Volume Intensity,0.0257,Average Tone,-3.2182
3/19/2021,Volume Intensity,0.0138,Average Tone,-3.155
3/20/2021,Volume Intensity,0.0128,Average Tone,-4.0402
3/21/2021,Volume Intensity,0.0115,Average Tone,-3.9852
3/22/2021,Volume Intensity,0.0088,Average Tone,-3.3995
3/23/2021,Volume Intensity,0.0116,Average Tone,-3.3956
3/24/2021,Volume Intensity,0.0145,Average Tone,-3.5366
3/25/2021,Volume Intensity,0.016,Average Tone,-3.4964
3/26/2021,Volume Intensity,0.0128,Average Tone,-3.5965
3/27/2021,Volume Intensity,0.0365,Average Tone,-3.0253
3/28/2021,Volume Intensity,0.0123,Average Tone,-3.1939
3/29/2021,Volume Intensity,0.0128,Average Tone,-2.9782
3/30/2021,Volume Intensity,0.0137,Average Tone,-4.1222
3/31/2021,Volume Intensity,0.0102,Average Tone,-3.6926
4/1/2021,Volume Intensity,0.0122,Average Tone,-2.1843
4/2/2021,Volume Intensity,0.0194,Average Tone,-3.7748
4/3/2021,Volume Intensity,0.0137,Average Tone,-3.2485
4/4/2021,Volume Intensity,0.0085,Average Tone,-2.7118
4/5/2021,Volume Intensity,0.0094,Average Tone,-2.301
4/6/2021,Volume Intensity,0.0111,Average Tone,-2.5712
4/7/2021,Volume Intensity,0.0123,Average Tone,-3.7545
4/8/2021,Volume Intensity,0.0103,Average Tone,-3.2167
4/9/2021,Volume Intensity,0.0113,Average Tone,-3.7066
4/10/2021,Volume Intensity,0.0097,Average Tone,-3.4209
4/11/2021,Volume Intensity,0.0141,Average Tone,-2.3792
4/12/2021,Volume Intensity,0.0113,Average Tone,-2.4048
4/13/2021,Volume Intensity,0.0157,Average Tone,-2.5954
4/14/2021,Volume Intensity,0.019,Average Tone,-3.1496
4/15/2021,Volume Intensity,0.0132,Average Tone,-3.5713
4/16/2021,Volume Intensity,0.0123,Average Tone,-3.5648
4/17/2021,Volume Intensity,0.0177,Average Tone,-2.797
4/18/2021,Volume Intensity,0.0206,Average Tone,-2.5378
4/19/2021,Volume Intensity,0.0172,Average Tone,-3.3597
4/20/2021,Volume Intensity,0.0198,Average Tone,-3.1195
4/21/2021,Volume Intensity,0.023,Average Tone,-3.595
4/22/2021,Volume Intensity,0.0284,Average Tone,-3.8661
4/23/2021,Volume Intensity,0.0333,Average Tone,-3.9775
4/24/2021,Volume Intensity,0.0211,Average Tone,-1.5194
4/25/2021,Volume Intensity,0.0145,Average Tone,-3.0649
4/26/2021,Volume Intensity,0.0192,Average Tone,-3.6535
4/27/2021,Volume Intensity,0.031,Average Tone,-3.884
4/28/2021,Volume Intensity,0.0487,Average Tone,-3.6349
4/29/2021,Volume Intensity,0.0356,Average Tone,-3.4777
4/30/2021,Volume Intensity,0.0306,Average Tone,-3.0286
5/1/2021,Volume Intensity,0.0324,Average Tone,-3.6757
5/2/2021,Volume Intensity,0.0293,Average Tone,-3.4385
5/3/2021,Volume Intensity,0.0352,Average Tone,-3.1348
5/4/2021,Volume Intensity,0.057,Average Tone,-3.7655
5/5/2021,Volume Intensity,0.0698,Average Tone,-4.3406
5/6/2021,Volume Intensity,0.0771,Average Tone,-4.259
5/7/2021,Volume Intensity,0.0421,Average Tone,-3.2212
